Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk
Pulled Pork Sandwich,Meal/Meat,480,24.37203809,49.41809152,19.62299916,3.089589829,14.70137084,935.8879906,71.92457744,Lunch,250,,Unhealthy
Orange Juice (1 cup),Beverage,112,1.754516464,24.57935284,0.502179611,0.703869802,20.17190828,2.070554603,0,Breakfast,240,,Moderate
Cumin (1 tsp),Condiment,8,0.288443045,1.53772717,0.483362026,0.383127181,0.103088117,2.852380934,0,Lunch,0,,Healthy
Churros (2 sticks),Dessert,240,3.13579995,29.06057576,12.3511396,1.567258276,10.14464267,196.9627649,19.81827617,Snack,0,,Healthy
Tofu (4oz firm),Protein/Vegetarian,90,10.19928989,2.996743216,5.026750724,1.990242688,0.986103555,9.770306731,0,Lunch,0,,Healthy
Coconut (shredded garnish),Fruit,10,0.09889286,0.521817096,0.992934419,0.199657497,0.095874556,0,0,Snack,0,,Healthy
Cod (4oz baked),Protein/Fish,95,19.00127259,0,0.775249382,0,0,94.69380977,55.25291503,Dinner,250,,Healthy
Fried Okra (1 cup),Vegetable,220,4.153489443,24.43764024,11.79937415,4.861250007,2.863546938,471.2947101,10.40007359,Dinner,0,,Healthy
Sugar (1 tsp for cereal),Condiment,16,0,3.820331616,0,0,4.047888721,0,0,Breakfast,0,,Healthy
Angostura Bitters (dash),Condiment,5,0,0,0,0,0,0,0,Snack,0,,Healthy
Puff Pastry (1 oz wrapper),Grain,115,1.498635381,8.687589415,7.952363306,0.498266451,0,96.9356491,0,Dinner,0,,Healthy
Rosemary (1 tsp topping),Condiment,1,0,0.190048357,0,0.102216829,0,0,0,Lunch,0,,Healthy
Basil (2 tbsp fresh),Condiment,1,0.09983701,0.095055493,0,0.103699208,0,0,0,Dinner,0,,Healthy
Century Egg (1 egg),Protein,100,7.143479842,1.004373786,6.737379162,0,0.480053357,309.6359214,196.3905848,Breakfast,0,,Healthy
Negroni (1 drink),Beverage,190,0,14.32716175,0,0,14.53722483,5.219711849,0,Snack,90,,Moderate
Rosemary (1 tsp topping),Condiment,1,0,0.207590406,0,0.104039488,0,0,0,Lunch,0,,Healthy
Balsamic Glaze (1 tsp),Condiment,13,0,2.969440516,0,0,2.744104816,2.994573631,0,Snack,0,,Healthy
Cilantro (2 tbsp garnish),Condiment,1,0.098399334,0,0,0.095824872,0,0,0,Lunch,0,,Healthy
Spaghetti Bolognese,Meal/Pasta,460,20.68096427,57.00108107,18.76996776,5.907175992,9.533627813,670.8849831,47.78555289,Dinner,250,,Moderate
Gelato (Pistachio 1/2 cup),Dessert,220,4.962727935,23.44412767,12.235176,1.98325427,19.27250863,62.84697211,40.74961648,Snack,0,,Moderate
Provolone Cheese (1 slice),Dairy,100,6.753509992,0.977159041,8.357843215,0,0.524277644,254.4415793,20.56753917,Snack,0,,Healthy
Eggo Waffle (2 waffles),Grain/Processed,180,4.014028192,28.57378168,5.022011827,1.048618879,4.080378018,385.7498165,0,Breakfast,0,,Healthy
Chocolate Pudding (1/2 cup),Dessert,150,1.978044613,26.6795093,4.182761609,1.978088079,22.418094,127.0431399,2.038570437,Snack,0,,Moderate
Cheddar Cheese (1 oz),Dairy,115,7.067585129,0.982314976,9.208085172,0,0.493142376,179.618747,29.09158117,Snack,0,,Healthy
Garlic (1 clove in beans),Vegetable,4,0.200752646,0.920979513,0,0.104748528,0,1.042350174,0,Dinner,0,,Healthy
Espresso (double shot),Beverage,5,0.488810966,0,0.10419179,0,0,0.960861563,0,Breakfast,60,,Healthy
Red Onion (1/4 cup in ceviche),Vegetable,16,0.300777542,3.582440825,0,0.38126379,1.805196615,0.96715051,0,Lunch,0,,Healthy
Jasmine Rice (1 cup cooked),Grain,205,4.477155503,43.26371827,0.413263457,0.580075001,0,2.065139324,0,Dinner,0,,Healthy
Coconut Milk (1/4 cup canned),Condiment,111,1.124138822,2.881727414,11.65407317,0.524064733,1.456210592,7.666230832,0,Dinner,0,,Healthy
Sweet Potato (1 medium baked),Vegetable,103,2.248817292,22.44136824,0.191802613,3.775691484,7.056894588,39.2317347,0,Dinner,0,,Healthy
Ceviche (1 cup fish),Meal/Fish,180,26.1251732,14.3122125,1.973291728,2.998993643,3.802562827,671.9042565,46.93740069,Lunch,0,,Moderate
Sausage Link (1 cooked),Protein/Meat,85,5.248743345,1.024160037,6.930741482,0,0.50009942,297.390826,20.72811916,Breakfast,0,,Healthy
Split Pea Soup (1 cup),Meal/Legume,180,11.06751834,28.88866861,1.976368259,9.665048236,6.158213144,714.1136411,5.149552476,Lunch,250,,Healthy
Croutons (1/4 cup),Grain,50,1.463882027,6.900591442,2.088449649,0.510892089,0.495512256,134.0238716,0,Lunch,0,,Healthy
Rice Krispies (1.5 cups),Grain,160,3.126738019,35.17924004,0.487643514,0.484150865,4.137457304,292.5992816,0,Breakfast,0,,Healthy
Corn Tortilla (1 medium),Grain,52,1.444811218,10.69217508,0.734349822,1.523401381,0.205243951,3.944985592,0,Dinner,0,,Healthy
French Fries (medium),Vegetable/Processed,340,4.194575306,45.47728504,16.73789486,3.899115911,0.297351573,219.2230168,0,Dinner,0,,Moderate
Hollandaise Sauce (2 tbsp),Condiment,110,1.041333449,0.503734557,12.3130972,0,0.198567189,151.3136033,49.33588758,Breakfast,0,,Healthy
Salmon (4oz grilled),Protein/Fish,230,25.13767226,0,14.19676334,0,0,58.55621314,59.05877726,Dinner,250,,Healthy
Tea (Green, 1 cup),110,2.097647706,0.493686022,0,0,0,0,2.061888411,0,Breakfast,261.3268061,Healthy
Olive Oil (1 tbsp drizzle),Condiment,120,0,0,14.11033136,0,0,0,0,Lunch,0,,Healthy
Beef Jerky (1 oz),Snack/Processed,116,9.733581097,3.10349611,7.028253918,0.494808853,2.455315845,603.3421929,31.30339134,Snack,0,,Moderate
Seaweed Salad (1/2 cup),Vegetable,60,1.901049938,8.002245786,2.972533646,1.943993223,4.023961751,356.8658596,0,Lunch,0,,Healthy
Lemon Slice (garnish),Condiment,1,0,0.313328756,0,0.101775107,0.10291717,0,0,Lunch,0,,Healthy
Whole Wheat Toast (1 slice),Grain,80,4.171664067,13.76705789,0.952711396,2.057715067,1.9782856,144.7194107,0,Breakfast,0,,Healthy
Congee (1 cup plain),Meal/Grain,130,2.554872555,29.1879121,0.970202762,0.953135098,0.515744477,293.5108204,0,Breakfast,0,,Healthy
Shish Tawook (2 skewers),Meal/Meat,300,36.03367241,5.248111817,15.62910182,1.028293989,1.968128187,578.7683097,101.1161047,Dinner,0,,Moderate
Rye Bread (1 slice),Grain,83,2.617389642,15.80716162,1.057173819,1.984099004,1.226618248,163.0278078,0,Lunch,0,,Healthy
Chimichurri (1 tbsp),Condiment,45,0.09754763,0.486699729,4.309244428,0.204595326,0.097038745,99.43785786,0,Dinner,0,,Healthy
Coriander (1 tsp),Condiment,5,0.098036878,0.959216015,0.194841093,0.486165351,0,0.954641585,0,Lunch,0,,Healthy
Crackers (5 whole wheat),Grain/Processed,90,2.035170866,13.49867229,3.014748838,2.076387604,0,171.8035321,0,Lunch,0,,Healthy
Gyro (1 sandwich),Meal/Meat,600,25.49349359,54.95241919,29.07167411,5.154960361,6.226226962,1155.791223,83.39767274,Dinner,250,,Moderate
Scrambled Eggs (2 large),Protein/Dairy,180,12.39358348,1.945861639,13.61486885,0,1.02418575,187.0902319,372.2422105,Breakfast,250,,Healthy
Oat Milk (1 cup),Beverage/Dairy-Alt,120,2.991441817,16.08800096,5.2272285,2.099237862,7.339217895,103.8368034,0,Breakfast,0,,Healthy
Brown Rice (1 cup cooked),Grain,215,4.87881223,43.01649749,1.797168158,3.331077144,0.380532695,10.08082499,0,Lunch,0,,Healthy
Negroni (1 drink),Beverage,190,0,15.45324348,0,0,14.65890769,5.130749172,0,Snack,90,,Moderate
Corn (1 cup),Vegetable,132,4.770753531,29.36582833,1.881782225,3.548608108,8.783637843,2.097262325,0,Dinner,0,,Healthy
Chocolate Donut (1 medium),Dessert,300,4.021214257,34.6225321,17.2565943,2.006964147,17.93719154,237.5054211,20.09755098,Breakfast,0,,Moderate
Grapes (1 cup),Fruit,104,1.148458156,26.58758747,0.194522863,1.409360662,23.07891511,3.08612719,0,Snack,0,,Moderate
Pork Belly (1 oz in soup),Protein/Meat,145,3.063050019,0,15.3833791,0,0,145.8409395,20.16843174,Dinner,0,,Moderate
Gnocchi alla Sorrentina (1.5 cups),Meal/Pasta,450,15.41781375,60.8572764,18.00671234,6.240564239,9.332205571,825.9448505,41.67341725,Dinner,0,,Moderate
Basil (fresh garnish),Condiment,1,0.102589427,0,0,0.100419303,0,0,0,Dinner,0,,Healthy
Olive Oil (1 tbsp drizzle),Condiment,120,0,0,14.44633605,0,0,0,0,Dinner,0,,Healthy
Philly Cheesesteak (6 inch),Meal/Processed,500,25.28839394,41.29880621,26.60545324,2.857278178,4.803673593,1053.590179,71.38958685,Lunch,500,,Unhealthy
Stuffed Grape Leaves (3 pcs),Meal/Vegetarian,150,3.112700251,19.61978435,7.051035533,3.068152603,2.903796259,383.851468,0,Snack,0,,Healthy
Sour Cream (2 tbsp),Condiment/Dairy,60,0.779295916,1.249035982,6.01979441,0,0.80178317,25.02244859,12.17709186,Dinner,0,,Healthy
Espresso (for dipping),Beverage,2,0.197840224,0,0,0,0,0.999663213,0,Snack,30,,Healthy
Parsley (1/4 cup in tabouli),Vegetable,5,0.29080373,0.99831803,0.102309215,0.488245833,0.104576469,4.874464655,0,Lunch,0,,Healthy
Pita Bread (1 whole wheat),Grain,170,6.117340358,34.55811838,1.544279329,4.829439366,1.935096946,329.3019159,0,Snack,0,,Healthy
Lettuce (Romaine 2 cups),Vegetable,16,1.00119248,3.057346948,0.292945423,1.920729607,0.950169192,9.772223819,0,Lunch,0,,Healthy
Vegetable Broth (1 cup),Beverage,15,1.000131916,3.144132331,0,0.958174462,2.052542782,547.8034667,0,Dinner,240,,Moderate
Apple Pie (1 slice),Dessert,410,2.882116419,60.20568403,18.82152457,3.062980051,25.3208972,310.5983021,0,Snack,0,,Unhealthy
Seitan (3oz),Protein/Vegetarian,90,18.30338264,4.075586638,1.018486782,1.012738839,0.997052384,287.3344269,0,Dinner,0,,Healthy
Bacon (2 slices cooked),Protein/Meat,86,6.143347326,0.202962045,7.028501892,0,0.104296793,324.7152504,17.19980074,Breakfast,0,,Healthy
Manicotti (2 shells cheese),Meal/Pasta,380,19.60419274,33.40578708,18.69802326,3.819635292,7.312599256,659.4342537,57.90004363,Dinner,0,,Unhealthy
Apple Pie (1 slice),Dessert,410,3.062300841,60.38757102,18.07800656,2.929309101,24.78242572,311.098922,0,Snack,0,,Unhealthy
Chutney (Mango 1 tbsp),Condiment,45,0.100720911,10.96648475,0.102577509,0.484040297,9.531726937,182.7575929,0,Dinner,0,,Healthy
Mint Chutney (1 tbsp),Condiment,5,0.191819711,0.524986993,0,0.298398237,0.205103279,150.8450935,0,Snack,0,,Healthy
Bobotie (1 serving),Meal/Meat,450,24.48422663,28.62854925,25.89515396,5.01235802,14.9288024,676.4463811,152.4112648,Dinner,0,,Unhealthy
Espresso (for dipping),Beverage,2,0.19492785,0,0,0,0,0.967612093,0,Snack,30,,Healthy
Caesar Salad (with chicken),Meal/Protein,470,30.83982578,15.62035945,30.13096915,3.060443874,3.126005929,930.6950071,77.69432425,Lunch,250,,Unhealthy
Lentil Soup (1 can),Meal/Legume,230,14.66404937,33.74387263,2.901227376,11.62621844,5.948423216,635.8633784,0,Lunch,250,,Healthy
Tahini Sauce (1 tbsp),Condiment,30,1.030162051,1.459535404,2.612194709,0.524409534,0,46.06561414,0,Lunch,0,,Healthy
Wild Rice (1 cup cooked),Grain,166,6.750653597,34.61194914,0.628676628,2.933893522,1.217858112,4.996581487,0,Dinner,0,,Healthy
Garlic Sauce (1 tbsp),Condiment,90,0.099896621,0.952236699,9.583453263,0,0.477280263,80.66376416,5.178059382,Lunch,0,,Healthy
Limoncello (1.5 oz shot),Beverage,150,0,17.46538425,0,0,17.51969811,0,0,Snack,0,,Moderate
French Fries (medium),Vegetable/Processed,340,4.01685944,42.51879038,16.34489785,4.145006185,0.295460621,239.8672004,0,Dinner,0,,Healthy
Beer (12 oz light),Beverage,103,0.906480913,5.515322773,0,0,0.314354043,9.884000699,0,Snack,355,,Healthy
Potato (1/2 w/ pasta),Vegetable,65,1.013583053,14.54358,0.099130039,1.024675429,0.52371471,3.091651967,0,Dinner,0,,Healthy
Pesto (1/4 cup),Condiment,290,4.916250636,3.9261179,30.38614466,1.909670695,1.039425833,613.1461243,4.91175604,Dinner,0,,Moderate
Baklava (1 piece),Dessert,280,2.939517498,31.08014327,17.30104132,1.936906416,19.67228118,80.51672484,10.01575802,Snack,0,,Moderate
Oat Milk (1 cup),Beverage/Dairy-Alt,120,2.929478168,16.06339753,5.10531792,2.093944224,7.085186715,97.87816321,0,Breakfast,0,,Healthy
Provolone Cheese (1 slice),Dairy,100,7.263557805,0.987268572,8.182517478,0,0.521832034,257.2928386,19.07838811,Snack,0,,Healthy
Tilapia (4oz baked),Protein/Fish,110,22.5629257,0,2.51489676,0,0,51.96630073,47.73298881,Dinner,0,,Healthy
Chocolate Sauce (1 tbsp dipping),Condiment,50,0.481508761,9.643389412,1.522372288,0.961961993,8.337806113,4.771065871,0,Snack,0,,Healthy
Berry Coulis (1 tbsp),Condiment,20,0,4.911696472,0,0.523270242,4.455588811,0,0,Snack,0,,Healthy
Pancakes (2 medium),Grain,180,4.837915339,28.61888455,5.009862398,0.99407818,5.755443364,447.8419413,25.40685044,Breakfast,0,,Moderate
Pecorino Cheese (1 tbsp),Dairy,25,1.488338414,0.10218105,2.071302605,0,0,105.9434083,6.224791784,Dinner,0,,Healthy
Seaweed Salad (1/2 cup),Vegetable,60,1.995921989,7.863304467,2.86281957,2.057815516,3.978185848,340.317189,0,Lunch,0,,Healthy
Chicken Piccata (1 serving),Meal/Meat,350,30.49905027,10.23184148,19.92198108,0.959470341,1.908285281,614.3559937,86.47122824,Dinner,250,,Moderate
Pita Bread (1 whole wheat),Grain,170,5.773900387,35.4283187,1.488674424,5.061566359,2.090311574,307.2180465,0,Snack,0,,Healthy
Potato Chips (1 oz),Snack/Processed,160,2.060337797,15.7141804,9.58287206,0.953697666,0.501909028,165.3750153,0,Snack,0,,Healthy
Coconut (shredded garnish),Fruit,10,0.101064149,0.503237103,0.952545295,0.204117896,0.104184179,0,0,Snack,0,,Healthy
Pecorino Cheese (1 tbsp),Dairy,25,1.493594943,0.100664408,2.056898248,0,0,111.1390016,5.986524809,Dinner,0,,Healthy
Split Pea Soup (1 cup),Meal/Legume,180,11.03575124,29.36317401,1.972064321,10.19331726,5.732045921,670.8518111,4.764724111,Lunch,250,,Healthy
Crab Cakes (2 medium),Meal/Seafood,340,20.73858991,18.36773582,19.91222613,1.007363187,1.966047028,731.4333432,114.9744514,Dinner,250,,Moderate
Tilapia (4oz baked),Protein/Fish,110,22.63144225,0,2.379666906,0,0,48.61288247,50.91084921,Dinner,0,,Healthy
Chocolate Croissant,Dessert,350,5.855856807,38.85213401,19.77502753,2.917822772,15.72558214,313.1835167,38.31405225,Breakfast,250,,Moderate
Mozzarella (1 oz melted),Dairy,80,6.122706063,0.967811218,6.131641344,0,0.494323986,154.8468384,19.42031245,Dinner,0,,Healthy
Bison Burger (1 patty),Protein/Meat,150,21.71878967,0,6.913026863,0,0,64.46674448,67.90126598,Lunch,250,,Healthy
Garlic Bread (1 slice),Grain,150,4.070352232,18.51141317,6.730295499,1.039830576,0.975620766,305.3953347,0,Dinner,0,,Healthy
Ribollita (1.5 cups soup),Meal/Soup,350,14.72506098,54.98520947,7.707761927,14.62151389,9.914576601,904.4815707,5.248646197,Dinner,500,,Healthy
Pasta Salad (1 cup),Meal/Pasta,280,7.891158253,30.91130583,13.62375951,4.127589237,4.828599775,461.6261814,10.01169885,Lunch,0,,Healthy
Black Pepper (1 tsp),Condiment,6,0.195006367,1.514580459,0.099439846,0.611953951,0,0,0,Lunch,0,,Healthy
Blueberries (1/2 cup),Fruit,42,0.489569689,10.83460612,0.201652446,1.753334682,7.026447503,1.004718694,0,Breakfast,0,,Healthy
Pretzel Bun (1 medium),Grain,230,8.081558452,43.1234256,2.065963466,2.013130752,4.147672238,524.7547768,0,Lunch,0,,Moderate
Coconut (shredded 1/4 cup),Fruit,110,0.969739634,4.330111446,10.46966319,1.946031514,1.565131203,2.922198109,0,Snack,0,,Healthy
Choripan (1 sandwich),Meal/Processed,550,20.18420715,41.23091135,33.38764012,2.927430604,4.055790647,1097.138631,82.74393065,Lunch,250,,Unhealthy
Brown Rice (1 cup cooked),Grain,215,5.026403356,44.68825421,1.822389123,3.586810431,0.389483961,9.910680639,0,Lunch,0,,Healthy
Pizza (1 slice pepperoni),Meal/Processed,290,11.41823028,33.42371615,11.97986614,2.013806373,4.020835081,700.1493047,36.15333971,Dinner,250,,Moderate
Asparagus (1 cup steamed),Vegetable,40,4.330468048,7.507638852,0.383841764,3.613216107,3.550566554,4.194498524,0,Dinner,0,,Healthy
Spring Roll (Veg 2 rolls),Snack/Processed,180,3.965864582,26.02734711,6.978218888,2.982754408,3.118735205,427.5037086,0,Dinner,0,,Moderate
Waffles (2 homemade),Grain,220,6.044403141,27.95030067,9.037786233,1.533177354,2.939915853,401.4706331,43.65327514,Breakfast,0,,Moderate
Rye Crispbread (2 slices),Grain,70,2.085292806,14.28622746,0.522114234,3.015369867,0,114.3694828,0,Lunch,0,,Healthy
Fried Pita (1/2 pita in salad),Grain,80,2.062727426,12.1600454,2.91124226,0.965959874,0.522680447,151.2655309,0,Lunch,0,,Healthy
Tamarind Chutney (1 tbsp),Condiment,20,0.104771785,5.07498782,0,0.487867322,4.166266243,118.1133345,0,Snack,0,,Healthy
Tzatziki Sauce (2 tbsp),Condiment/Dairy,30,1.432041401,2.071418685,1.93784206,0,1.522462887,95.92277196,5.04397947,Dinner,0,,Healthy
Steamed Broccoli (1 cup),Vegetable,55,3.834296509,10.66396998,0.623308741,5.262563593,1.96913564,41.5866804,0,Dinner,0,,Healthy
Pecorino Romano (1/4 cup),Dairy,110,7.34678842,0.960472496,8.801441422,0,0,452.9359215,26.10030274,Dinner,0,,Moderate
Beef Steak (6oz sirloin),Protein/Meat,270,42.26592743,0,10.38933144,0,0,88.43301095,118.9373404,Dinner,250,,Healthy
Pretzels (1 oz),Grain/Processed,110,2.926471685,23.9946316,1.043536565,0.959342633,1.038866991,431.5075578,0,Snack,0,,Moderate
Walnuts (1 tbsp chopped),Nut,46,1.045664146,0.967023611,4.64510327,0.507091063,0.205819958,0,0,Lunch,0,,Healthy
Jelly (1 tbsp grape),Condiment,50,0,12.59573136,0,0.101229813,11.66973645,4.837079765,0,Breakfast,0,,Healthy
Spicy Mustard (1 tbsp),Condiment,10,0.480429474,0.969890055,0.48721701,0.520338339,0,116.1347207,0,Lunch,0,,Healthy
Manakeesh (Za'atar 1 small),Meal/Vegetarian,300,7.345348555,45.27840968,9.814165936,4.036897939,1.979725446,523.8803839,0,Breakfast,0,,Healthy
Grits (1 cup cooked),Grain,150,3.024292097,32.19587462,0.971442724,2.053397132,0.484328577,329.0832552,0,Breakfast,0,,Healthy
Tzatziki Sauce (2 tbsp),Condiment,30,1.53680573,1.91207184,2.083976102,0,1.441125436,96.30678672,4.996538686,Dinner,0,,Healthy
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,5.122770966,5.96120128,14.38992926,1.905839402,1.981667152,339.9655618,28.9439982,Snack,0,,Healthy
Refried Beans (1/2 cup),Legume,115,7.189253217,18.27640647,1.042097279,6.020157131,1.031786908,472.1928702,0,Dinner,0,,Healthy
Gochujang (1 tbsp),Condiment,30,0.498054078,5.985257561,0,0.486026761,3.863308614,191.7866234,0,Dinner,0,,Healthy
Coconut Water (1 cup),Beverage,46,1.772353277,8.996373147,0.517532605,2.596024588,6.126457529,263.7596002,0,Snack,240,,Healthy
Egg Drop Soup (1 cup),Meal/Vegetable,65,4.823648533,5.961532612,2.078952235,0.51466862,1.025047928,787.228438,52.43856389,Dinner,0,,Moderate
Sweet Potato (1 medium baked),Vegetable,103,2.328567424,22.79179337,0.199199476,3.679622209,7.695930462,42.60108915,0,Dinner,0,,Healthy
Black Pepper (1 tsp),Condiment,6,0.20825649,1.474548843,0.099674002,0.570338714,0,0,0,Lunch,0,,Healthy
Bulgur (1 tbsp shell),Grain,15,0.501887283,3.52276739,0,0.797254778,0,0.952970847,0,Snack,0,,Healthy
Corn (1 cup),Vegetable,132,4.687206635,31.33810424,1.794948333,3.534718999,9.117386832,2.004178583,0,Dinner,0,,Healthy
Cheese Danish,Dessert,340,7.087192649,38.77056656,17.17969411,2.002841044,16.55163163,300.710115,55.53610252,Breakfast,250,,Moderate
Maple Syrup (2 tbsp),Condiment,104,0,27.90215232,0,0,23.78241479,1.923745434,0,Breakfast,0,,Moderate
Biryani (Chicken 1.5 cups),Meal/Meat,520,29.39439342,61.35220611,17.84741403,5.130536957,6.232324164,864.2907039,77.65232914,Dinner,0,,Moderate
Onion Rings (6 rings),Snack/Processed,280,4.050271099,29.36380945,15.48518719,2.926459893,3.953761302,491.029058,0,Snack,0,,Moderate
Pistachio (garnish),Nut,10,0.401767359,0.486769779,0.78399235,0.191775958,0.098727341,0,0,Snack,0,,Healthy
Raisins (1 tbsp),Fruit,27,0.299071818,6.958694788,0,0.312108223,6.152123093,0.98957092,0,Dinner,0,,Healthy
Corn (1 cup),Vegetable,132,4.474604522,29.2089754,1.850161235,3.561814892,9.306740171,2.085963218,0,Dinner,0,,Healthy
Beef Burrito (large),Meal/Processed,650,31.22576844,71.81066627,27.1160845,10.24577485,5.239977884,1341.031035,69.19940461,Dinner,500,,Moderate
Beets (1/2 cup roasted),Vegetable,30,0.770981503,6.624231588,0.096572993,1.36400323,5.561874512,52.35426213,0,Lunch,0,,Healthy
Walnuts (1 tbsp chopped),Nut,46,1.133689633,0.956941905,4.470788218,0.485411469,0.192171115,0,0,Lunch,0,,Healthy
White Bread (1 slice),Grain,70,1.998142258,12.82765692,0.986286449,0.578761743,1.174889126,135.0044039,0,Breakfast,0,,Healthy
Maple Syrup (2 tbsp),Condiment,104,0,26.08493539,0,0,24.37046142,2.036464184,0,Breakfast,0,,Moderate
Club Soda (2 oz),Beverage,0,0,0,0,0,0,20.71954775,0,Snack,0,,Healthy
Coffee (with cream/sugar),Beverage,50,0.512454112,4.844232392,2.979844757,0,4.555971728,10.249633,10.25544219,Breakfast,250,,Healthy
Cranberry Juice (1 cup),Beverage,130,0,33.12052903,0,0,30.62608349,9.859530198,0,Breakfast,240,,Moderate
Croutons (1/4 cup),Grain,50,1.55440558,6.707062276,1.939469851,0.494514307,0.480950499,133.4884674,0,Lunch,0,,Healthy
Sage (in beans),Condiment,1,0,0.09564017,0,0.095992262,0,0,0,Dinner,0,,Healthy
Candied Fruit (1 tbsp),Fruit,30,0,8.359569442,0,0.51744163,7.790444787,4.762698906,0,Snack,0,,Healthy
Fried Pita (1/2 pita in salad),Grain,80,1.979338267,11.73243936,2.897273631,1.020744942,0.480196694,153.5421508,0,Lunch,0,,Healthy
Mustard (1 tbsp, yellow),110,9.810518365,0.491328872,0.964122371,0.515588125,0.524226304,0,159.6685392,0,Lunch,0,Healthy
Pizza (1 slice pepperoni),Meal/Processed,290,11.49148861,34.99283837,12.27178723,2.034000539,4.094738838,711.1566557,35.03969901,Dinner,250,,Moderate
Pesto Sauce (1/4 cup),Condiment,260,4.987700363,4.070880549,25.79608961,1.956820908,1.010026952,544.3984784,4.792865015,Dinner,0,,Moderate
